"01_Mickey!Set01!Lighting01_DisplayName", "米奇吊燈"
"99_NonIP!Set08!TV01_DisplayName", "平板電視"
"99_NonIP!Set08!Wardrobe01!Color01_DisplayName", "黑色衣櫥"
"99_NonIP!Set08!Wardrobe01!Color02_DisplayName", "深色木紋衣櫥"
"99_NonIP!Set08!Wardrobe01!Color03_DisplayName", "原木紋衣櫥"
"99_NonIP!Set08!Wardrobe01!Color04_DisplayName", "淺色木紋衣櫥"
"99_NonIP!Set08!Wardrobe01!Color05_DisplayName", "白色衣櫥"
"99_NonIP!Set09!Armchair01!Color01_DisplayName", "黑色扶手椅"
"99_NonIP!Set09!Armchair01!Color02_DisplayName", "珊瑚粉單人沙發"
"99_NonIP!Set09!Armchair01!Color03_DisplayName", "灰色單人沙發"
"99_NonIP!Set09!Armchair01!Color04_DisplayName", "深藍色單人沙發"
"99_NonIP!Set09!Armchair01!Color05_DisplayName", "青綠色單人沙發"
"99_NonIP!Set09!Bed01!Color01_DisplayName", "粉色單人床"
"99_NonIP!Set09!Bed01!Color02_DisplayName", "海軍藍單人床"
"99_NonIP!Set09!Bed01!Color03_DisplayName", "灰色單人床"
"99_NonIP!Set09!Bed01!Color04_DisplayName", "黑色單人床"
"99_NonIP!Set09!Bed01!Color05_DisplayName", "青綠色單人床"
"99_NonIP!Set09!Bed02!Color01_DisplayName", "粉色雙人床"
"99_NonIP!Set09!Bed02!Color02_DisplayName", "奢華海軍藍雙人床"
"99_NonIP!Set09!Bed02!Color03_DisplayName", "灰色雙人床"
"99_NonIP!Set09!Bed02!Color04_DisplayName", "奢華黑色雙人床"
"99_NonIP!Set09!Bed02!Color05_DisplayName", "青綠色雙人床"
"99_NonIP!Set09!CoffeeTable01!Color01_DisplayName", "橢圓形黑色咖啡桌"
"99_NonIP!Set09!CoffeeTable01!Color02_DisplayName", "橢圓形深色木紋咖啡桌"
"99_NonIP!Set09!CoffeeTable01!Color03_DisplayName", "橢圓形原木紋咖啡桌"
"99_NonIP!Set09!CoffeeTable01!Color04_DisplayName", "橢圓形淺色木紋咖啡桌"
"99_NonIP!Set09!CoffeeTable01!Color05_DisplayName", "橢圓形白色咖啡桌"
"99_NonIP!Set09!Couch01!Color01_DisplayName", "奢華黑色雙人沙發"
"99_NonIP!Set09!Couch01!Color02_DisplayName", "奢華珊瑚粉雙人沙發"
"99_NonIP!Set09!Couch01!Color03_DisplayName", "奢華灰色雙人沙發"
"99_NonIP!Set09!Couch01!Color04_DisplayName", "奢華海軍藍雙人沙發"
"99_NonIP!Set09!Couch01!Color05_DisplayName", "奢華青綠色雙人沙發"
"99_NonIP!Set09!Couch02!Color01_DisplayName", "奢華黑色三人沙發"
"99_NonIP!Set09!Couch02!Color02_DisplayName", "奢華珊瑚粉三人沙發"
"99_NonIP!Set09!Couch02!Color03_DisplayName", "奢華灰色三人沙發"
"99_NonIP!Set09!Couch02!Color04_DisplayName", "奢華海軍藍三人沙發"
"99_NonIP!Set09!Couch02!Color05_DisplayName", "奢華青綠色三人沙發"
"99_NonIP!Set09!Desk01!Color01_DisplayName", "橢圓形黑色書桌"
"99_NonIP!Set09!Desk01!Color02_DisplayName", "橢圓形深色木紋書桌"
"99_NonIP!Set09!Desk01!Color03_DisplayName", "橢圓形原木紋書桌"
"99_NonIP!Set09!Desk01!Color04_DisplayName", "橢圓形淺色木紋書桌"
"99_NonIP!Set09!Desk01!Color05_DisplayName", "橢圓形白色書桌"
"99_NonIP!Set09!DiningChair01!color01_DisplayName", "奢華黑色餐椅"
"99_NonIP!Set09!DiningChair01!color02_DisplayName", "珊瑚粉餐椅"
"99_NonIP!Set09!DiningChair01!color03_DisplayName", "藍綠色餐椅"
"99_NonIP!Set09!DiningChair01!color04_DisplayName", "藍色餐椅"
"99_NonIP!Set09!DiningChair01!color05_DisplayName", "海軍藍餐椅"
"99_NonIP!Set09!DiningTable01!Color01_DisplayName", "橢圓形黑色餐桌"
"99_NonIP!Set09!DiningTable01!Color02_DisplayName", "橢圓形深色木紋餐桌"
"99_NonIP!Set09!DiningTable01!Color03_DisplayName", "橢圓形原木紋餐桌"
"99_NonIP!Set09!DiningTable01!Color04_DisplayName", "橢圓形淺色木紋餐桌"
"99_NonIP!Set09!DiningTable01!Color05_DisplayName", "橢圓形白色餐桌"
"99_NonIP!Set09!DiningTable02!Color01_DisplayName", "橢圓形黑色大餐桌"
"99_NonIP!Set09!DiningTable02!Color02_DisplayName", "橢圓形深色木紋大餐桌"
"99_NonIP!Set09!DiningTable02!Color03_DisplayName", "橢圓形原木紋大餐桌"
"99_NonIP!Set09!DiningTable02!Color04_DisplayName", "橢圓形淺色木紋大餐桌"
"99_NonIP!Set09!DiningTable02!Color05_DisplayName", "橢圓形白色大餐桌"
"99_NonIP!Set09!DiningTable03!Color01_DisplayName", "圓形黑色餐桌"
"99_NonIP!Set09!DiningTable03!Color02_DisplayName", "圓形深色木紋餐桌"
"99_NonIP!Set09!DiningTable03!Color03_DisplayName", "圓形原木紋餐桌"
"99_NonIP!Set09!DiningTable03!Color04_DisplayName", "圓形淺色木紋餐桌"
"99_NonIP!Set09!DiningTable03!Color05_DisplayName", "圓形白色餐桌"
"99_NonIP!Set09!Dresser01!Color01_DisplayName", "黑色圓角抽屜櫃"
"99_NonIP!Set09!Dresser01!Color02_DisplayName", "深色木紋圓角抽屜櫃"
"99_NonIP!Set09!Dresser01!Color03_DisplayName", "原木紋圓角抽屜櫃"
"99_NonIP!Set09!Dresser01!Color04_DisplayName", "淺色木紋圓角抽屜櫃"
"99_NonIP!Set09!Dresser01!Color05_DisplayName", "白色圓角抽屜櫃"
"99_NonIP!Set09!LCouch01!Color01_DisplayName", "奢華黑色L形沙發"
"99_NonIP!Set09!LCouch01!Color02_DisplayName", "奢華珊瑚粉L形沙發"
"99_NonIP!Set09!LCouch01!Color03_DisplayName", "奢華灰色L形沙發"
"99_NonIP!Set09!LCouch01!Color04_DisplayName", "奢華海軍藍L形沙發"
"99_NonIP!Set09!LCouch01!Color05_DisplayName", "奢華青綠色L形沙發"
"99_NonIP!Set09!LCouch02!Color01_DisplayName", "奢華黑色L形大沙發"
"99_NonIP!Set09!LCouch02!Color02_DisplayName", "奢華珊瑚粉L形大沙發"
"99_NonIP!Set09!LCouch02!Color03_DisplayName", "奢華灰色L形大沙發"
"99_NonIP!Set09!LCouch02!Color04_DisplayName", "奢華海軍藍L形大沙發"
"99_NonIP!Set09!LCouch02!Color05_DisplayName", "奢華青綠色L形大沙發"
"99_NonIP!Set09!SideTable01!Color01_DisplayName", "圓形黑色邊桌"
"99_NonIP!Set09!SideTable01!Color02_DisplayName", "圓形深色木紋邊桌"
"99_NonIP!Set09!SideTable01!Color03_DisplayName", "圓形原木紋邊桌"
"99_NonIP!Set09!SideTable01!Color04_DisplayName", "圓形淺色木紋邊桌"
"99_NonIP!Set09!SideTable01!Color05_DisplayName", "圓形白色邊桌"
"99_NonIP!Set09!TV01_DisplayName", "曲面電視"
"99_NonIP!Set09!Wardrobe01!Color01_DisplayName", "黑色圓角衣櫥"
"99_NonIP!Set09!Wardrobe01!Color02_DisplayName", "深色木紋圓角衣櫥"
"99_NonIP!Set09!Wardrobe01!Color03_DisplayName", "原木紋圓角衣櫥"
"99_NonIP!Set09!Wardrobe01!Color04_DisplayName", "淺色木紋圓角衣櫥"
"99_NonIP!Set09!Wardrobe01!Color05_DisplayName", "白色圓角衣櫥"
"99_NonIP!Set10!Armchair01!Color01_DisplayName", "黑色時尚單人沙發"
"99_NonIP!Set10!Armchair01!Color02_DisplayName", "紅色時尚單人沙發"
"99_NonIP!Set10!Armchair01!Color03_DisplayName", "淺棕色時尚單人沙發"
"99_NonIP!Set10!Armchair01!Color04_DisplayName", "白色時尚單人沙發"
"99_NonIP!Set10!Bed01!Color01_DisplayName", "黑色大理石單人床"
"99_NonIP!Set10!Bed01!Color02_DisplayName", "水泥單人床"
"99_NonIP!Set10!Bed01!Color03_DisplayName", "玻璃單人床"
"99_NonIP!Set10!Bed01!Color04_DisplayName", "白色大理石單人床"
"99_NonIP!Set10!Bed02!Color01_DisplayName", "黑色大理石雙人床"
"99_NonIP!Set10!Bed02!Color02_DisplayName", "水泥雙人床"
"99_NonIP!Set10!Bed02!Color03_DisplayName", "玻璃雙人床"
"99_NonIP!Set10!Bed02!Color04_DisplayName", "白色大理石雙人床"
"99_NonIP!Set10!CoffeeTable01!Color01_DisplayName", "黑色大理石咖啡桌"
"99_NonIP!Set10!CoffeeTable01!Color02_DisplayName", "灰色大理石咖啡桌"
"99_NonIP!Set10!CoffeeTable01!Color03_DisplayName", "玻璃咖啡桌"
"99_NonIP!Set10!CoffeeTable01!Color04_DisplayName", "白色大理石咖啡桌"
"99_NonIP!Set10!Couch01!Color01_DisplayName", "黑色時尚雙人沙發"
"99_NonIP!Set10!Couch01!Color02_DisplayName", "紅色時尚雙人沙發"
"99_NonIP!Set10!Couch01!Color03_DisplayName", "淺棕色時尚雙人沙發"
"99_NonIP!Set10!Couch01!Color04_DisplayName", "白色時尚雙人沙發"
"99_NonIP!Set10!Couch02!Color01_DisplayName", "黑色時尚三人沙發"
"99_NonIP!Set10!Couch02!Color02_DisplayName", "紅色時尚三人沙發"
"99_NonIP!Set10!Couch02!Color03_DisplayName", "淺棕色時尚三人沙發"
"99_NonIP!Set10!Couch02!Color04_DisplayName", "白色時尚三人沙發"
"99_NonIP!Set10!Desk01!Color01_DisplayName", "黑色大理石桌子配黑色抽屜"
"99_NonIP!Set10!Desk01!Color02_DisplayName", "水泥桌子配黑色抽屜"
"99_NonIP!Set10!Desk01!Color03_DisplayName", "玻璃桌配白色抽屜"
"99_NonIP!Set10!Desk01!Color04_DisplayName", "白色大理石桌子配黑色抽屜"
"99_NonIP!Set10!Desk01!Color05_DisplayName", "黑色大理石桌子配白色抽屜"
"99_NonIP!Set10!Desk01!Color06_DisplayName", "水泥桌子配白色抽屜"
"99_NonIP!Set10!Desk01!Color07_DisplayName", "白色大理石桌子配白色抽屜"
"99_NonIP!Set10!DiningChair01!color01_DisplayName", "黑色時尚餐椅"
"99_NonIP!Set10!DiningChair01!color02_DisplayName", "紅色餐椅"
"99_NonIP!Set10!DiningChair01!color03_DisplayName", "淺棕色餐椅"
"99_NonIP!Set10!DiningChair01!color04_DisplayName", "白色時尚餐椅"
"99_NonIP!Set10!DiningTable01!Color01_DisplayName", "黑色大理石餐桌"
"99_NonIP!Set10!DiningTable01!Color02_DisplayName", "水泥餐桌"
"99_NonIP!Set10!DiningTable01!Color03_DisplayName", "玻璃餐桌"
"99_NonIP!Set10!DiningTable01!Color04_DisplayName", "白色大理石餐桌"
"99_NonIP!Set10!DiningTable02!Color01_DisplayName", "黑色大理石大餐桌"
"99_NonIP!Set10!DiningTable02!Color02_DisplayName", "水泥大餐桌"
"99_NonIP!Set10!DiningTable02!Color03_DisplayName", "玻璃大餐桌"
"99_NonIP!Set10!DiningTable02!Color04_DisplayName", "白色大理石大餐桌"
"99_NonIP!Set10!DiningTable03!Color01_DisplayName", "方形黑色大理石餐桌"
"99_NonIP!Set10!DiningTable03!Color02_DisplayName", "方形水泥餐桌"
"99_NonIP!Set10!DiningTable03!Color03_DisplayName", "方形玻璃餐桌"
"99_NonIP!Set10!DiningTable03!Color04_DisplayName", "方形白色大理石餐桌"
"99_NonIP!Set10!Dresser01!Color01_DisplayName", "黑色金屬抽屜櫃"
"99_NonIP!Set10!Dresser01!Color02_DisplayName", "灰色金屬抽屜櫃"
"99_NonIP!Set10!Dresser01!Color03_DisplayName", "白色金屬抽屜櫃"
"99_NonIP!Set10!Dresser01!Color04_DisplayName", "白色大理石抽屜櫃"
"99_NonIP!Set10!LCouch01!Color01_DisplayName", "黑色時尚L形沙發"
"99_NonIP!Set10!LCouch01!Color02_DisplayName", "紅色時尚L形沙發"
"99_NonIP!Set10!LCouch01!Color03_DisplayName", "淺棕色時尚L形沙發"
"99_NonIP!Set10!LCouch01!Color04_DisplayName", "白色時尚L形沙發"
"99_NonIP!Set10!LCouch02!Color01_DisplayName", "黑色時尚L形大沙發"
"99_NonIP!Set10!LCouch02!Color02_DisplayName", "紅色時尚L形大沙發"
"99_NonIP!Set10!LCouch02!Color03_DisplayName", "淺棕色時尚L形大沙發"
"99_NonIP!Set10!LCouch02!Color04_DisplayName", "白色時尚L形大沙發"
"99_NonIP!Set10!SideTable01!Color01_DisplayName", "黑色大理石邊桌"
"99_NonIP!Set10!SideTable01!Color02_DisplayName", "水泥邊桌"
"99_NonIP!Set10!SideTable01!Color03_DisplayName", "玻璃邊桌"
"99_NonIP!Set10!SideTable01!Color04_DisplayName", "白色大理石邊桌"
"99_NonIP!Set10!TV01_DisplayName", "壁掛式電視"
"99_NonIP!Set10!Wardrobe01!Color01_DisplayName", "黑色大理石衣櫥"
"99_NonIP!Set10!Wardrobe01!Color02_DisplayName", "水泥衣櫥"
"99_NonIP!Set10!Wardrobe01!Color03_DisplayName", "玻璃衣櫥"
"99_NonIP!Set10!Wardrobe01!Color04_DisplayName", "白色大理石衣櫥"
"99_NonIP!Set11!Blender01_DisplayName", "經典攪拌機"
"99_NonIP!Set11!Counter01!color01_DisplayName", "黑色雙門櫃"
"99_NonIP!Set11!Counter01!color02_DisplayName", "白色雙門櫃"
"99_NonIP!Set11!Counter01!color03_DisplayName", "藍色雙門櫃"
"99_NonIP!Set11!Counter01!color04_DisplayName", "紅色雙門櫃"
"99_NonIP!Set11!Counter02!color01_DisplayName", "黑色單門櫃（左側把手）"
"99_NonIP!Set11!Counter02!color02_DisplayName", "白色單門櫃（左側把手）"
"99_NonIP!Set11!Counter02!color03_DisplayName", "藍色單門櫃（左側把手）"
"99_NonIP!Set11!Counter02!color04_DisplayName", "紅色單門櫃（左側把手）"
"99_NonIP!Set11!Counter03!color01_DisplayName", "黑色單門櫃（右側把手）"
"99_NonIP!Set11!Counter03!color02_DisplayName", "白色單門櫃（右側把手）"
"99_NonIP!Set11!Counter03!color03_DisplayName", "藍色單門櫃（右側把手）"
"99_NonIP!Set11!Counter03!color04_DisplayName", "紅色單門櫃（右側把手）"
"99_NonIP!Set11!Counter04!color01_DisplayName", "黑色雙抽屜櫃"
"99_NonIP!Set11!Counter04!color02_DisplayName", "白色雙抽屜櫃"
"99_NonIP!Set11!Counter04!color03_DisplayName", "藍色雙抽屜櫃"
"99_NonIP!Set11!Counter04!color04_DisplayName", "紅色雙抽屜櫃"
"99_NonIP!Set11!Counter05!color01_DisplayName", "黑色三抽屜櫃"
"99_NonIP!Set11!Counter05!color02_DisplayName", "白色三抽屜櫃"
"99_NonIP!Set11!Counter05!color03_DisplayName", "藍色三抽屜櫃"
"99_NonIP!Set11!Counter05!color04_DisplayName", "紅色三抽屜櫃"
"99_NonIP!Set11!Counter06!color01_DisplayName", "黑色轉角櫃"
"99_NonIP!Set11!Counter06!color02_DisplayName", "白色轉角櫃"
"99_NonIP!Set11!Counter06!color03_DisplayName", "藍色轉角櫃"
"99_NonIP!Set11!Counter06!color04_DisplayName", "紅色轉角櫃"
"99_NonIP!Set11!Cupboard01!color01_DisplayName", "黑色雙門櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard01!color02_DisplayName", "白色雙門櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard01!color03_DisplayName", "藍色雙門櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard01!color04_DisplayName", "紅色雙門櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard02!color01_DisplayName", "黑色單門櫥櫃吊櫃（左側把手）"
"99_NonIP!Set11!Cupboard02!color02_DisplayName", "白色單門櫥櫃吊櫃（左側把手）"
"99_NonIP!Set11!Cupboard02!color03_DisplayName", "藍色單門櫥櫃吊櫃（左側把手）"
"99_NonIP!Set11!Cupboard02!color04_DisplayName", "紅色單門櫥櫃吊櫃（左側把手）"
"99_NonIP!Set11!Cupboard03!color01_DisplayName", "黑色單門櫥櫃吊櫃（右側把手）"
"99_NonIP!Set11!Cupboard03!color02_DisplayName", "白色單門櫥櫃吊櫃（右側把手）"
"99_NonIP!Set11!Cupboard03!color03_DisplayName", "藍色單門櫥櫃吊櫃（右側把手）"
"99_NonIP!Set11!Cupboard03!color04_DisplayName", "紅色單門櫥櫃吊櫃（右側把手）"
"99_NonIP!Set11!Cupboard04!color01_DisplayName", "黑色雙門玻璃櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard04!color02_DisplayName", "白色雙門玻璃櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard04!color03_DisplayName", "藍色雙門玻璃櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard04!color04_DisplayName", "紅色雙門玻璃櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard05!color01_DisplayName", "黑色轉角吊櫃"
"99_NonIP!Set11!Cupboard05!color02_DisplayName", "白色轉角吊櫃"
"99_NonIP!Set11!Cupboard05!color03_DisplayName", "藍色轉角吊櫃"
"99_NonIP!Set11!Cupboard05!color04_DisplayName", "紅色轉角吊櫃"
"99_NonIP!Set11!Cupboard06!color01_DisplayName", "黑色雙門轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard06!color02_DisplayName", "白色雙門轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard06!color03_DisplayName", "藍色雙門轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard06!color04_DisplayName", "紅色雙門轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard07!color01_DisplayName", "黑色雙門玻璃轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard07!color02_DisplayName", "白色雙門玻璃轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard07!color03_DisplayName", "藍色雙門玻璃轉角櫥櫃吊櫃"
"99_NonIP!Set11!Cupboard07!color04_DisplayName", "紅色雙門玻璃轉角櫥櫃吊櫃"
"99_NonIP!Set11!Fridge01!color01_DisplayName", "黑色冰箱"
"99_NonIP!Set11!Fridge01!color02_DisplayName", "白色冰箱"
"99_NonIP!Set11!Fridge01!color03_DisplayName", "灰色冰箱"
"99_NonIP!Set11!Fridge01!color04_DisplayName", "淺灰色冰箱"
"99_NonIP!Set11!Fridge01!color05_DisplayName", "粉色冰箱"
"99_NonIP!Set11!Island01!color01_DisplayName", "黑色廚房島臺"
"99_NonIP!Set11!Island01!color02_DisplayName", "白色廚房島臺"
"99_NonIP!Set11!Island01!color03_DisplayName", "藍色廚房島臺"
"99_NonIP!Set11!Island01!color04_DisplayName", "紅色廚房島臺"
"99_NonIP!Set11!Lcounter01!color01_DisplayName", "黑色L形櫥櫃"
"99_NonIP!Set11!Lcounter01!color02_DisplayName", "白色L形櫥櫃"
"99_NonIP!Set11!Lcounter01!color03_DisplayName", "藍色L形櫥櫃"
"99_NonIP!Set11!Lcounter01!color04_DisplayName", "紅色L形櫥櫃"
"99_NonIP!Set11!Microwave01_DisplayName", "經典微波爐"
"99_NonIP!Set11!Sink01!color01_DisplayName", "黑色單盆水槽"
"99_NonIP!Set11!Sink01!color02_DisplayName", "白色單盆水槽"
"99_NonIP!Set11!Sink01!color03_DisplayName", "藍色單盆水槽"
"99_NonIP!Set11!Sink01!color04_DisplayName", "紅色單盆水槽"
"99_NonIP!Set11!Sink02!color01_DisplayName", "黑色雙盆水槽"
"99_NonIP!Set11!Sink02!color02_DisplayName", "白色雙盆水槽"
"99_NonIP!Set11!Sink02!color03_DisplayName", "藍色雙盆水槽"
"99_NonIP!Set11!Sink02!color04_DisplayName", "紅色雙盆水槽"
"99_NonIP!Set11!Stove01!color01_DisplayName", "黑色平頂爐"
"99_NonIP!Set11!Stove01!color02_DisplayName", "白色平頂爐"
"99_NonIP!Set11!Stove01!color03_DisplayName", "灰色平頂爐"
"99_NonIP!Set11!Stove01!color04_DisplayName", "淺灰色平頂爐"
"99_NonIP!Set11!Stove01!color05_DisplayName", "粉色平頂爐"
"99_NonIP!Set11!Toaster01_DisplayName", "經典麵包機"
"99_NonIP!Set12!Blender01_DisplayName", "時尚攪拌機"
"99_NonIP!Set12!Counter01!color01_DisplayName", "白色雙門櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter01!color02_DisplayName", "白色雙門櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter01!color03_DisplayName", "白色雙門櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter01!color04_DisplayName", "黑色雙門櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter01!color05_DisplayName", "黑色雙門櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter01!color06_DisplayName", "黑色雙門櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter02!color01_DisplayName", "白色單門櫃（左側把手）配黑色大理石櫃頂"
"99_NonIP!Set12!Counter02!color02_DisplayName", "白色單門櫃（左側把手）配白色大理石櫃頂"
"99_NonIP!Set12!Counter02!color03_DisplayName", "白色單門櫃（左側把手）配灰色大理石櫃頂"
"99_NonIP!Set12!Counter02!color04_DisplayName", "黑色單門櫃（左側把手）配黑色大理石櫃頂"
"99_NonIP!Set12!Counter02!color05_DisplayName", "黑色單門櫃（左側把手）配白色大理石櫃頂"
"99_NonIP!Set12!Counter02!color06_DisplayName", "黑色單門櫃（左側把手）配灰色大理石櫃頂"
"99_NonIP!Set12!Counter03!color01_DisplayName", "白色單門櫃（右側把手）配黑色大理石櫃頂"
"99_NonIP!Set12!Counter03!color02_DisplayName", "白色單門櫃（右側把手）配白色大理石櫃頂"
"99_NonIP!Set12!Counter03!color03_DisplayName", "白色單門櫃（右側把手）配灰色大理石櫃頂"
"99_NonIP!Set12!Counter03!color04_DisplayName", "黑色單門櫃（右側把手）配黑色大理石櫃頂"
"99_NonIP!Set12!Counter03!color05_DisplayName", "黑色單門櫃（右側把手）配白色大理石櫃頂"
"99_NonIP!Set12!Counter03!color06_DisplayName", "黑色單門櫃（右側把手）配灰色大理石櫃頂"
"99_NonIP!Set12!Counter04!color01_DisplayName", "白色雙抽屜櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter04!color02_DisplayName", "白色雙抽屜櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter04!color03_DisplayName", "白色雙抽屜櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter04!color04_DisplayName", "黑色雙抽屜櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter04!color05_DisplayName", "黑色雙抽屜櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter04!color06_DisplayName", "黑色雙抽屜櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter05!color01_DisplayName", "白色三抽屜櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter05!color02_DisplayName", "白色三抽屜櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter05!color03_DisplayName", "白色三抽屜櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter05!color04_DisplayName", "黑色三抽屜櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter05!color05_DisplayName", "黑色三抽屜櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter05!color06_DisplayName", "黑色三抽屜櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter06!color01_DisplayName", "白色轉角櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter06!color02_DisplayName", "白色轉角櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter06!color03_DisplayName", "白色轉角櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Counter06!color04_DisplayName", "黑色轉角櫃配黑色大理石櫃頂"
"99_NonIP!Set12!Counter06!color05_DisplayName", "黑色轉角櫃配白色大理石櫃頂"
"99_NonIP!Set12!Counter06!color06_DisplayName", "黑色轉角櫃配灰色大理石櫃頂"
"99_NonIP!Set12!Cupboard01!color01_DisplayName", "白色雙門櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard01!color02_DisplayName", "黑色雙門櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard02!color01_DisplayName", "白色單門櫥櫃吊櫃（左側把手）"
"99_NonIP!Set12!Cupboard02!color02_DisplayName", "黑色單門櫥櫃吊櫃（左側把手）"
"99_NonIP!Set12!Cupboard03!color01_DisplayName", "白色單門櫥櫃吊櫃（右側把手）"
"99_NonIP!Set12!Cupboard03!color02_DisplayName", "黑色單門櫥櫃吊櫃（右側把手）"
"99_NonIP!Set12!Cupboard04!color01_DisplayName", "白色雙門玻璃櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard04!color02_DisplayName", "黑色雙門玻璃櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard05!color01_DisplayName", "白色轉角吊櫃"
"99_NonIP!Set12!Cupboard05!color02_DisplayName", "黑色轉角吊櫃"
"99_NonIP!Set12!Cupboard06!color01_DisplayName", "白色雙門轉角櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard06!color02_DisplayName", "黑色雙門轉角櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard07!color01_DisplayName", "白色雙門玻璃轉角櫥櫃吊櫃"
"99_NonIP!Set12!Cupboard07!color02_DisplayName", "黑色雙門玻璃轉角櫥櫃吊櫃"
"99_NonIP!Set12!Fridge02!color01_DisplayName", "豪華白色冰箱"
"99_NonIP!Set12!Fridge02!color02_DisplayName", "豪華黑色冰箱"
"99_NonIP!Set12!Fridge02!color03_DisplayName", "豪華灰色冰箱"
"99_NonIP!Set12!Fridge02!color04_DisplayName", "豪華淺灰色冰箱"
"99_NonIP!Set12!Fridge02!color05_DisplayName", "豪華粉色冰箱"
"99_NonIP!Set12!Island01!color01_DisplayName", "白色廚房島臺配黑色大理石臺面"
"99_NonIP!Set12!Island01!color02_DisplayName", "白色廚房島臺配白色大理石臺面"
"99_NonIP!Set12!Island01!color03_DisplayName", "白色廚房島臺配水泥檯面"
"99_NonIP!Set12!Island01!color04_DisplayName", "黑色廚房島臺配黑色大理石臺面"
"99_NonIP!Set12!Island01!color05_DisplayName", "黑色廚房島臺配白色大理石臺面"
"99_NonIP!Set12!Island01!color06_DisplayName", "黑色廚房島臺配水泥檯面"
"99_NonIP!Set12!Lcorner01!color01_DisplayName", "白色L形廚房島臺配黑色大理石臺面"
"99_NonIP!Set12!Lcorner01!color02_DisplayName", "白色L形廚房島臺配白色大理石臺面"
"99_NonIP!Set12!Lcorner01!color03_DisplayName", "白色L形廚房島臺配水泥檯面"
"99_NonIP!Set12!Lcorner01!color04_DisplayName", "黑色L形廚房島臺配黑色大理石臺面"
"99_NonIP!Set12!Lcorner01!color05_DisplayName", "黑色L形廚房島臺配白色大理石臺面"
"99_NonIP!Set12!Lcorner01!color06_DisplayName", "黑色L形廚房島臺配水泥檯面"
"99_NonIP!Set12!Microwave01_DisplayName", "時尚微波爐"
"99_NonIP!Set12!Sink01!color01_DisplayName", "白色單盆水槽配黑色大理石臺面"
"99_NonIP!Set12!Sink01!color02_DisplayName", "白色單盆水槽配白色大理石臺面"
"99_NonIP!Set12!Sink01!color03_DisplayName", "白色單盆水槽配水泥檯面"
"99_NonIP!Set12!Sink01!color04_DisplayName", "黑色單盆水槽配黑色大理石臺面"
"99_NonIP!Set12!Sink01!color05_DisplayName", "黑色單盆水槽配白色大理石臺面"
"99_NonIP!Set12!Sink01!color06_DisplayName", "黑色單盆水槽配水泥檯面"
"99_NonIP!Set12!Sink02!color01_DisplayName", "白色雙盆水槽配黑色大理石臺面"
"99_NonIP!Set12!Sink02!color02_DisplayName", "白色雙盆水槽配白色大理石臺面"
"99_NonIP!Set12!Sink02!color03_DisplayName", "白色雙盆水槽配水泥檯面"
"99_NonIP!Set12!Sink02!color04_DisplayName", "黑色雙盆水槽配黑色大理石臺面"
"99_NonIP!Set12!Sink02!color05_DisplayName", "黑色雙盆水槽配白色大理石臺面"
"99_NonIP!Set12!Sink02!color06_DisplayName", "黑色雙盆水槽配水泥檯面"
